country_code,year,BN.KLT.DINV.CD,BX.KLT.DINV.WD.GD.ZS,BX.KLT.DINV.CD.WD,BM.KLT.DINV.GD.ZS,BN.TRF.KOGT.CD,BN.FIN.TOTL.CD,BX.KLT.DREM.CD.DT,BN.RES.INCL.CD,BN.CAB.XOKA.GD.ZS,BN.GSR.GNFS.CD,BX.GSR.MRCH.CD,BM.GSR.MRCH.CD,BM.GSR.TOTL.CD,BX.GSR.INSF.ZS,BM.GSR.INSF.ZS,BX.GSR.TRAN.ZS,BM.GSR.TRAN.ZS,BX.GSR.TRVL.ZS,BM.GSR.TRVL.ZS,BX.GRT.EXTA.CD.WD,BX.GRT.TECH.CD.WD,FI.RES.TOTL.DT.ZS,DT.AMT.PNGC.CD,DT.AMT.PCBK.CD,DT.AMT.MLAT.CD,DT.DSB.DPPG.CD,DT.DSF.DPPG.CD,DT.IXA.DPPG.CD,DT.IXA.OFFT.CD,DT.DOD.DECT.CD.CG,DT.CUR.OTHC.ZS,DT.DOD.PRVS.CD,DT.DOD.PUBS.CD,DT.DOD.DSTC.CD,DT.DOD.DECT.GN.ZS,NY.GNP.MKTP.KD.ZG,NY.GNP.PCAP.KD.ZG,NY.GDP.PCAP.KN,NY.GDP.PCAP.PP.CD,SE.PRM.GINT.ZS,SE.PRM.NINT.ZS,SE.PRM.PRS5.ZS,SE.PRM.PRSL.ZS,SE.SEC.PROG.ZS,SE.PRM.REPT.ZS,SE.SEC.REPT.ZS,SE.XPD.MTOT.ZS,SE.XPD.CPRM.ZS,SE.XPD.PRIM.ZS,SE.XPD.SECO.ZS,SE.XPD.TERT.ZS,SE.XPD.TOTL.GD.ZS,SE.XPD.PRIM.PC.ZS,SE.SEC.AGES,SE.PRM.TCHR,SE.PRM.AGES,SE.PRM.ENRL.TC.ZS,SE.SEC.ENRL.TC.ZS,SE.SEC.TCHR,SE.ADT.LITR.ZS,SE.SEC.CMPT.LO.ZS,SE.PRM.CMPT.ZS,SE.PRM.DURS,SE.SEC.DURS,SE.PRM.UNER,SE.PRM.ENRL,SE.PRM.ENRR,SE.PRM.PRIV.ZS,SE.SEC.ENRR,SE.TER.ENRR,SE.SEC.ENRL.GC,SE.SEC.ENRL.VO,AG.AGR.TRAC.NO,AG.LND.TRAC.ZS,EA.PRD.AGRI.KD,AG.YLD.CREL.KG,AG.CON.FERT.ZS,AG.PRD.FOOD.XD,AG.PRD.LVSK.XD,EN.URB.LCTY,EN.URB.LCTY.UR.ZS,EN.URB.MCTY.TL.ZS,SP.RUR.TOTL,SP.RUR.TOTL.ZS,SP.URB.TOTL,SP.URB.TOTL.IN.ZS,SP.URB.GROW,EN.ATM.METH.AG.ZS,EN.ATM.NOXE.AG.ZS,EN.ATM.CO2E.PC,EN.ATM.PM25.MC.M3,EN.ATM.PM25.MC.ZS,EG.ELC.ACCS.ZS,EG.ELC.ACCS.RU.ZS,EG.ELC.ACCS.UR.ZS,EG.NSF.ACCS.ZS,EG.NSF.ACCS.RU.ZS,EG.NSF.ACCS.UR.ZS,EG.USE.COMM.CL.ZS,EG.USE.CRNW.ZS,EG.USE.ELEC.KH.PC,EG.ELC.LOSS.ZS,EG.ELC.COAL.ZS,EG.ELC.NUCL.ZS,EG.ELC.RNWX.ZS,EG.FEC.RNEW.ZS,ER.H2O.FWAG.ZS,ER.H2O.FWDM.ZS,ER.H2O.FWIN.ZS,ER.GDP.FWTL.M3.KD,AG.LND.IRIG.AG.ZS,AG.LND.AGRI.ZS,AG.LND.ARBL.ZS,EN.CLC.DRSK.XQ,EN.CLC.MDAT.ZS,AG.LND.FRST.ZS,AG.LND.TOTL.K2,AG.LND.EL5M.ZS,EN.POP.EL5M.ZS,FB.CBK.BRWR.P3,FB.CBK.BRCH.P5,FB.CBK.DPTR.P3,FB.BNK.CAPA.ZS,FB.AST.NPER.ZS,FS.AST.CGOV.GD.ZS,FM.AST.PRVT.ZG.M3,FS.AST.DOMS.GD.ZS,FD.AST.PRVT.GD.ZS,FM.AST.NFRG.CN,CM.MKT.LCAP.GD.ZS,CM.MKT.TRAD.GD.ZS,FP.CPI.TOTL,NY.GDP.DEFL.ZS,FP.CPI.TOTL.ZG,NY.GDP.DEFL.KD.ZG,PX.REX.REER,FR.INR.DPST,FR.INR.LNDP,FR.INR.LEND,FR.INR.RINR,FR.INR.RISK,FD.RES.LIQU.AS.ZS,SH.MLR.TRET.ZS,SH.IMM.IDPT,SH.STA.ACSN,SH.TBS.DTEC.ZS,SH.MED.CMHW.P3,SH.XPD.PCAP.PP.KD,SH.XPD.PRIV.ZS,SH.XPD.PUBL.ZS,SH.XPD.PUBL.GX.ZS,SP.DYN.LE00.IN,SH.DTH.IMRT,SP.DYN.CBRT.IN,IT.MLT.MAIN,GB.XPD.RSDV.GD.ZS,SI.DST.10TH.10,SI.DST.FRST.10,SI.POV.2DAY,IC.FRM.BRIB.ZS,IC.FRM.FEMO.ZS,IC.FRM.FEMM.ZS,IC.BUS.NREG,IC.TAX.METG,IC.TAX.OTHR.CP.ZS,IC.PRP.PROC,IC.TAX.DURS,IC.TAX.TOTL.CP.ZS,MS.MIL.TOTL.P1,MS.MIL.XPND.GD.ZS,GC.BAL.CASH.GD.ZS,GC.DOD.TOTL.GD.ZS,GC.DOD.TOTL.CN,GC.XPN.TOTL.GD.ZS,SL.TLF.0714.SW.TM,SL.TLF.0714.WK.TM,SL.AGR.0714.ZS,SL.MNF.0714.ZS,SL.SRV.0714.ZS,SL.AGR.EMPL.ZS,SL.IND.EMPL.ZS,SL.SRV.EMPL.ZS,SL.GDP.PCAP.EM.KD,SL.TLF.PART.ZS,SL.EMP.SELF.ZS,SL.TLF.ACTI.1524.NE.ZS,SL.TLF.PRIM.ZS,SL.TLF.SECO.ZS,SL.TLF.TERT.ZS,SM.POP.TOTL.ZS,SL.UEM.LTRM.ZS,SL.UEM.PRIM.ZS,SL.UEM.SECO.ZS,SL.UEM.TERT.ZS,SL.UEM.TOTL.NE.ZS,country,life_expectancy,gdp
MOZ,2010,-1.019690513E9,12.393377679536199,1.25845309682496E9,2.3484909278717203,3.520649008E8,-1.064516164E9,2.13688968387232E8,2.010621318E8,-14.280889607588598,-1.806894705E9,2.33325012E9,3.512426634E9,5.2448197124E9,1.12541615942143,2.84804154668017,23.690889845790302,32.9762808295604,32.2929975817551,17.4264191366488,1.4407E9,1.6495E8,60.452817357976706,0.0,0.0,1.2069E7,0.0,3.60085E8,3.81395E8,3.72352E8,-3.9155E8,24.0529,0.0,2.909162E9,4.80395E8,38.1000996867711,5.930107410099009,2.99611503390405,13171.5463345802,895.499663909703,155.281814575195,61.4564018249512,43.98091125488279,26.961000442504897,59.4057197570801,7.45179986953735,12.9343204498291,,,,,,,,13.0,90236.0,6.0,58.4896087646484,34.1240196228027,19690.0,,21.177799224853498,60.300010681152294,7.0,5.0,503773.0,5277868.0,111.73249816894501,1.6723999977111799,25.314519882202102,4.55887985229492,636740.0,35162.0,,,296.16579620657296,1028.414,8.19946902654867,152.24,103.75,1127408.0,14.9747891636638,4.6354459767768,1.679275E7,69.045,7528707.0,30.955,3.4895360568201697,21.2445253980598,51.7432682332777,0.11820541836782199,6.95247601669669,10.774044985671198,15.0,1.7,44.66143161702949,3.6460220813751,1.9999980926514,7.31695651607571,14.463160332097399,80.6037394194014,438.58392200763296,14.742589703588099,0.0,0.0,0.0,89.91208949411329,,,,,,63.5189094330985,7.18482158752766,,,49.558737506040295,786380.0,,,21.4714504558997,3.2978271803021495,,7.951971932070269,1.93,-3.5384938679864,16.7357279405346,23.2485607720895,24.182440607571,7.98753533747762E10,,,100.0,107.644032164752,12.7012398223543,7.64351737433893,,9.68444213399616,6.578224532670539,16.2626666666667,8.00712342235528,4.270207903780101,11.580443118278598,,74.0,18.8,33.0,,51.87356701,2.6861835278853197,3.2929929621146803,10.37362099,53.2269024390244,69913.0,41.02,88062.0,0.42398,,,,,,,,,,8.0,230.0,37.0,11200.0,0.976832818672595,-3.5241072874360198,,,22.050238992378503,,,,,,,,,6709.0,,,,,,,1.8503003335696497,,,,,,Mozambique,54.0,419.2258149
NPL,2001,,0.347091518145312,2.085E7,,,,0.0,,,,,,,,,,,,,1.8433E8,1.1917E8,39.365360007974,0.0,0.0,3.8185E7,0.0,0.0,0.0,0.0,-1.3448E8,1.7655,0.0,2.6715063124E9,5.4E7,45.494762082036,,,18289.1793654605,1286.47273572066,118.095092773438,,,,89.7234573364258,23.997709274292003,8.42718982696533,,,55.3618011474609,22.826650619506804,11.940819740295401,3.7083799839019798,13.1371002197266,11.0,97879.0,6.0,37.01662063598629,33.0924301147461,45373.0,48.608970642089794,47.459850311279205,69.9309768676758,5.0,7.0,,3623150.0,119.60678100585899,6.57220983505249,40.182380676269496,4.66354990005493,1480647.0,20856.0,,,266.176249103097,2176.96,,89.29,91.28,674385.0,20.000949057837698,2.7935323647905896,2.0769176E7,86.033,3371765.0,13.967,5.5873527978155995,,,0.143089451235559,,,,,,,,,1.8987696220264598,85.6512224313073,65.03474740276279,20.996250669523302,0.0,0.0,0.0,87.7565053921524,,,,,27.4114057732927,29.7244506452738,16.4422741541681,,,26.837809557028304,143350.0,,,,,,,,10.8880931511441,,42.682806402442495,29.0837766891119,9.6612248048172E10,8.22365515413833,0.31629442900532,55.394669041207706,100.000226491332,2.6883037354562997,11.0173997334921,,4.75,2.9166666666666696,7.66666666666667,-3.0182053217506097,2.6666666666666696,11.418266887610901,,72.0,23.4,75.0,,70.02527855,3.76634211009197,1.56064459990803,8.63096863,63.0221951219512,42627.0,31.2,298062.0,,,,,,,,,,,,,,86000.0,1.09833325406155,,58.989080877606604,2.60448E11,,,,,,,65.6999969482422,13.3999996185303,20.7000007629395,,,75.4000015258789,,,,,,,,,,8.80000019073486,Nepal,63.2,248.6183539
SWE,2011,1.6343266951E10,1.41895950839093,7.990351431914341E9,4.05950212229015,-9.002076794E8,4.597466662E10,,6.467055407E8,5.83198943794758,2.8533896071E10,1.97298E11,1.77054E11,2.82080076774E11,3.80330362188028,1.77510377548733,18.299570193489,15.530639896662901,16.680144883756302,28.003197492059602,,,,,,,,,,,,,,,,,2.7081249763606103,1.9354455500216499,382442.53780711704,43709.2114536214,101.157470703125,98.1848983764648,,,99.8474807739258,0.0,0.0,63.4278907775879,93.5480804443359,24.2594108581543,35.422119140625,29.0762100219727,6.4911198616027805,25.7218799591064,13.0,62429.0,7.0,9.26630020141602,9.5108003616333,73492.0,,92.4200897216797,101.51849365234399,6.0,6.0,3027.0,578486.0,100.50155639648399,10.147000312805199,96.91104125976558,73.9450912475585,472309.0,226659.0,,,36858.8639037715,4715.986,85.33409961685821,95.06,94.6,1385205.0,17.2039379637079,14.659474815521701,1397539.0,14.79,8051674.0,85.21,0.936036800730038,,,5.5184214812387005,7.70675077164763,15.0632707498178,,,,,,,44.1564916404252,21.691683337436,14030.1631469203,7.034088942723651,0.9257657034088941,40.2485125188015,11.7301369680674,46.544139556720296,,,,,,7.47185261003071,6.360579032022231,3.75,,68.4139981478774,410340.0,,,,21.7269032346107,,4.0,0.654054944661704,2.30751328359829,11.0467923725649,152.466117902071,126.41347358472099,7.7289954160986E11,,,102.961150738221,101.18424442433,2.9611507382209803,1.18424442433009,106.2075,,,,,,0.309848229032257,,98.0,99.3,81.0,,3978.14638694,1.74125129333813,7.74985397666188,15.05223755,81.8024390243903,264.0,11.8,4482202.0,3.22403,21.47,3.13,,,,,43959.0,,,1.0,122.0,52.1,21300.0,1.1231815985278,0.334657249115771,36.659258098489396,1.340474E12,30.4212108756359,,,,,,1.79999995231628,20.0,77.8000030517578,51738.0,14.3000001907349,10.3999996185303,53.0,13.1999998092651,53.7000007629395,33.0,,16.7999992370605,29.7999992370605,51.7000007629395,18.0,7.800000190734861,Sweden,81.7,59593.28711
ARG,2012,-1.4269084339E10,2.53548645579281,1.53239339168241E10,0.174534609222073,4.7845E7,-4.29811936E9,,-3.629657542E9,-0.19352952766868398,1.2106347826E10,8.024252193E10,6.5088342213E10,9.8284030124E10,0.40238786051345604,2.4251757262106697,15.7706822707813,26.464339129561,32.4943961055625,32.6478722803438,4.19E7,5.635E7,,,,,,,,,,,,,,,0.940960026767286,-0.11318458487434699,20061.8512446923,,112.167129516602,,,,,3.5504701137542702,8.50041007995605,,,31.798940658569304,40.4384994506836,19.940719604492198,5.13758993148804,13.7798204421997,12.0,,6.0,,,,,74.06793212890629,110.20984649658199,6.0,6.0,,4871157.0,123.746459960938,24.736509323120103,107.28875732421899,80.3078079223633,3750938.0,595454.0,,,11195.4075580743,4358.644,35.3091009709715,106.03,101.51,1.4630073E7,38.068579566382,41.438031069748,3664389.0,8.705,3.8430835E7,91.295,1.22741303170623,,,,,,99.8,95.7546,100.0,99.1223521530628,100.0,99.0526315245261,5.25639158867769,4.123708963191911,2954.6107178334496,13.683445123760901,2.7289725173621404,4.74491007301003,2.04042262717398,8.772578263328219,73.93,15.48,10.59,8.43578984720223,,54.53814644698521,14.5263073274649,,,10.232214828862599,2736690.0,,,347.55974056480903,13.2568969180806,806.632073672142,11.4958524942299,1.7345487210843,,,,,,5.66776489268292,0.335026832414517,,327.477653435759,,18.6664479868475,,12.023495462209802,2.0373378711235,14.060833333333301,-3.88114309617212,,,,91.0,95.5,87.0,,1550.05830622,2.07537328517411,4.677139204825889,22.46108249,75.816243902439,9114.0,17.874,9455639.0,0.57942,30.77,1.6,3.69,,,,12385.0,,,7.0,405.0,107.5,104350.0,0.7485964816664671,,,,,2.9,6.3,,,,0.6000000238418579,23.5,75.1999969482422,24315.0,25.2000007629395,23.0,40.5,35.0,39.7000007629395,20.6000003814697,,27.7999992370605,39.7000007629395,46.9000015258789,8.5,7.199999809265139,Argentina,75.9,12969.7712
DJI,2002,,0.5806493372982479,3432346.2055694,,,,4360767.7202,,,,,,,,,,,,,2.518E7,2.365E7,20.5094104261001,0.0,0.0,2707000.0,0.0,0.0,6134000.0,5545000.0,6.0943E7,33.0571,0.0,3.01171E8,3.6134E7,59.263182491886994,3.02486932764661,1.4533599768644898,94312.0559279585,1768.42811117602,39.4631118774414,,,,,11.3332300186157,5.99401998519897,36.9799194335938,,,,,8.44760036468506,,12.0,,6.0,,31.8571395874023,644.0,,17.0974292755127,,6.0,7.0,86017.0,44321.0,36.2508392333984,10.9947900772095,16.6312694549561,1.01653003692627,19069.0,1447.0,8.0,80.0,82.7039999646363,1666.667,,97.86,96.04,418669.0,73.2962652376309,,174258.0,23.376,571201.0,76.624,1.59724435283538,,,0.546021981088162,,,,,,,,,,,,,,,,30.836482406918,15.79,84.21,0.0,33.7387120093725,,73.3822260569456,0.0431406384814495,,,0.24158757549611698,23180.0,,,,,,,,,,,,,,,71.7507868049893,149.425571550059,0.637619553666326,0.632524704820028,,1.14,10.145,11.285,10.5855192706596,,,,62.0,57.3,69.0,,95.72540013,1.9320844444970602,3.51644939550294,10.70104727,57.2205609756098,1686.0,30.079,10125.0,,30.77,2.31,46.12,,,,,,,,,,12300.0,5.62506425218077,,,,,,,,,,,,,,,,,,,,,,,,,59.5,Djibouti,57.9,792.15412
DOM,2005,-1.1227E9,3.28901698231964,1.1184E9,-0.0126455409727955,,-8.9468E8,1.76495E9,7.478936057E8,-1.3907448328941203,-1.2679E9,1.3951E9,7.3663E9,1.118325E10,0.650327590390682,8.11798132864294,2.1483458707433503,58.80800974157761,56.9166060017795,23.826275199567,7.558E7,6.386E7,24.895484539253,0.0,1.66094E8,1.10506E8,3.1647E8,3.1647E8,2.0128E7,1.4657E7,-6.717E7,0.17139999999999098,9116000.0,6.409955E9,8.87128E8,24.5629630123442,13.0262245038278,11.3797177697447,131225.572236839,7899.638191937629,106.060890197754,,68.4517288208008,,,8.1371898651123,3.54069995880127,,99.9755477905273,,,,,7.01869010925292,12.0,53015.0,6.0,24.3279304504395,26.431419372558604,30583.0,,73.01817321777341,,6.0,6.0,204326.0,1289745.0,105.029457092285,17.278299331665,69.29168701171879,,768351.0,40001.0,,,4608.841272229421,3813.79,58.240243902439005,99.25,102.7,2297346.0,36.918245553082,24.869605788971402,3014772.0,32.636,6222793.0,67.364,3.52063241658445,57.9353817198679,74.2536032944406,2.01777860291105,11.498254449107199,83.0422054182003,,,,,,,2.47658467731711,9.20552416876661,1215.79658708761,11.4832912988651,9.41046658259773,0.0,0.22856242118537198,15.1366870295591,,,,,9.93793959453869,50.02069536423839,16.9701986754967,,,34.1887417218543,48320.0,,,,9.769497684906321,,,5.9,10.2593238291523,-2.49536845459429,31.8148304785422,20.1019981463095,4.914479213936E10,,,73.38368829855021,84.14436565335849,4.19020260472047,2.69455828093285,103.90833333333299,13.863333333333301,10.245833333333401,24.1091666666667,20.852719700251,,53.5290372138243,,87.0,79.9,66.0,,316.87677252,2.99988627240552,1.4859774775944798,7.86686383,71.7003902439024,6757.0,23.816,896252.0,,39.05,1.5,15.94,,,,,,,6.0,232.0,35.5,40000.0,0.814214089776295,-0.4993824803325179,,,14.440984091604301,,,18.52,9.81,57.5,14.6000003814697,22.2999992370605,58.7999992370605,11449.0,,47.2999992370605,,44.0999984741211,30.100000381469698,18.2999992370605,4.25447615253587,,42.0999984741211,36.9000015258789,16.5,18.0,Dominican Republic,69.7,3681.5993
GHA,2011,-3.19689E9,8.20796642877446,3.247588E9,0.0640696877095963,4.451E8,-3.750054E9,1.06197E9,4.757571026E8,-8.855868934259382,-4.85268E9,1.278541E10,1.584266E10,2.0813259E10,1.5118004190003798,4.62950184778607,29.6160802086451,49.140663566568,37.09008508273121,12.661493774801901,9.041E8,1.1898E8,52.4294376536674,0.0,8.5541E7,1.9855E7,0.0,0.0,1.05016E8,1.9219E7,1.982935E9,13.5859,0.0,7.383221E9,2.795016E9,29.421730010696102,12.244307048180099,9.494228426471029,1102.5973801956698,3430.85738867292,110.114212036133,,,,93.3626327514648,2.54503011703491,2.37634992599487,,,45.4880599975586,27.355260848999,13.126250267028801,8.14101982116699,23.810029983520497,12.0,124359.0,6.0,31.0422306060791,18.6666107177734,115086.0,,66.85372924804689,92.8912506103516,6.0,7.0,582236.0,3860381.0,106.73523712158199,19.2859497070313,57.090789794921896,12.079629898071301,2076418.0,71848.0,,,,1594.162,13.230508474576302,131.48,127.51,2118385.0,16.534698017562803,16.9380046607692,1.2116748E7,48.606,1.2811755E7,51.394,3.81451644098971,,,0.404379797695834,23.9611476036862,100.0,,,,,,,6.783370213952099,52.9696478697218,320.957901082147,23.116071428571402,0.0,0.0,0.0,53.4991253045253,,,,,,69.0867539773227,20.743605519908602,3.25,,40.5352904983739,227540.0,,,35.49947983396721,5.38200877106345,346.546360463667,13.75,14.1459892943036,10.513095877033802,14.392447643924902,27.4801772404307,14.3848008392715,7.336117019467291E9,7.831186116964941,,108.726836831234,217.62387654086498,8.72683683123398,13.9159418346017,95.0366666666667,8.90916666666667,,,,,26.970062684664803,52.6,91.0,14.0,35.0,,165.65423593,1.2319842893181998,3.5755251206817995,14.02725851,60.808,39300.0,33.571,284721.0,,,,,,,,15649.0,,,5.0,224.0,32.9,15500.0,0.592259762335199,-3.91787637176462,,,21.140926046155396,,,,,,,,,4481.0,,,,,,,,,,,,,Ghana,61.2,1574.978653
ISL,2008,-2.420335044E9,-1.25957592259674,-2.20811867508479E8,-15.065879812862,-1.159801522E7,-9.199358394E9,,-3.49243389E9,-23.774824635607,-4.943347596E8,4.652790886E9,5.64422878E9,1.0566103107E10,13.293357897681402,131.887105648774,166.581697536914,1231.79725947012,110.86015172939,1687.56174490148,,,,,,,,,,,,,,,,,,,5547186.55005765,41366.670988965896,98.9468612670898,,98.96910858154301,,99.7753219604492,0.0,,68.6850967407227,89.3960800170898,33.4123382568359,31.9235000610352,19.7040100097656,7.22606992721558,25.5923900604248,13.0,,6.0,,,,,,96.32482147216801,7.0,7.0,374.0,29945.0,98.77947998046879,1.82000005245209,109.223678588867,74.20909118652341,27821.0,7254.0,11525.0,922.0,64787.2717015399,,199.88,110.05,110.0,,,,20965.0,6.605,296449.0,93.395,1.9848302300049299,56.9716775599128,79.8840859695726,6.67748114449898,,,,,,,,,81.2638393750953,0.0753788365511904,50063.954330936904,3.49790490071051,0.0,0.0,24.521770814356,73.923788996774,,,,,,18.713216957606,1.24688279301746,,,0.40119700748129705,100250.0,,,,69.6521159086428,,12.4,,-8.414264104551611,-29.630999146139697,297.00489111061,198.80603918800898,1.9004751359529E11,31.701096404981197,87.398462562585,84.71205545118849,87.5638170875321,12.6781891569486,11.388727597966001,117.816666666667,,,20.143333,7.859507502080361,2.261199667,3.83355910870834,,98.0,98.8,47.0,,3655.83810426,1.58970874570147,7.5447142303137005,13.08241454,81.609756097561,10.0,15.2,199503.0,2.53065,27.1,3.51,,,,,2548.0,,,3.0,140.0,25.8,130.0,,-12.1476682594596,79.60432984257329,1.22732682082002E12,42.5555926153285,,,,,,4.30000019073486,21.899999618530302,73.599998474121,48537.0,15.1000003814697,12.5,78.099998474121,35.2000007629395,37.4000015258789,26.899999618530302,,3.4000000953674303,60.5999984741211,23.2000007629395,14.8000001907349,2.9000000953674303,Iceland,81.4,55575.29196
KAZ,2012,-1.182530605E10,6.70613319268288,1.36481343738439E10,0.9628062303344379,1.54420778E7,-3.374218606E9,2.47398095928583E10,-4.306492256E9,0.530236984458545,3.0197291678E10,8.693109714E10,4.8785847543E10,9.1755701897E10,2.91169414308146,3.6013378809389596,53.1238195259861,21.396904018632398,27.8933215238803,13.189209063121,1.0952E8,4.309E7,20.885496370326603,1.7150405E10,0.0,1.98126E8,0.0,0.0,0.0,0.0,1.1181042E10,0.33429999999999893,1.18508363E11,7.374839E9,9.086335E9,77.2606178508415,6.54274818961918,5.05276739027505,689988.7347194421,21891.7260820567,108.071258544922,,,99.27625274658199,99.9218292236328,0.0528500005602837,0.0509999990463257,,,,,,,,11.0,62285.0,7.0,16.1910400390625,9.02213954925537,190468.0,,98.9994277954102,101.480567932129,4.0,7.0,10114.0,1008459.0,104.903457641602,0.853079974651337,102.167152404785,56.2928810119629,1533403.0,185026.0,,,3526.8422214527204,762.041,4.42025057530044,110.16,108.38,1454575.0,16.2045082862096,8.6626060623205,7815065.0,46.542,8976360.0,53.458,1.1785282066058502,,,,,,100.0,100.0,100.0,90.0819480419158,80.3543388843536,98.52265797306579,0.877776572596968,0.0794372835492334,5084.97640908976,7.8305393226397095,76.1136754854342,0.0,0.00328922122205532,1.3582612145148998,66.23,4.153,29.63,4.12443963563856,,80.38378338333891,10.8650961217913,,,1.22569174352706,2699700.0,,,,3.31554600129165,,14.524531503032,19.389866652790197,-0.620790686723027,12.3417790196403,41.130732617022204,36.664749638729894,5.79533689719557E12,11.5678675910919,,113.889199594072,261.930222774007,5.1137088842333,4.82366642481695,,,,,,,6.50600251817267,,99.0,97.5,85.0,,974.44983486,1.9070938098827,2.4082146901173,10.90237004,69.61,6291.0,22.69,4361400.0,0.16889,22.43,4.13,0.43,,,,19568.0,,,4.0,188.0,29.0,70500.0,1.06995900498522,,,,,,,,,,25.5,19.3999996185303,55.0999984741211,24885.0,,31.7000007629395,,28.2000007629395,42.2999992370605,29.5,,16.5,38.2999992370605,39.9000015258789,21.7999992370605,5.300000190734861,Kazakhstan,69.1,12387.18982
MLT,2005,-7.029795749E8,11.5713610852354,6.93199530167088E8,-0.163255201016356,1.971571105E8,-3.939167314E8,,2.167649482E8,-8.738914445414599,-3.19979329E8,2.544485398E9,3.696646481E9,6.367087024E9,5.440007349455231,14.1635436603702,15.2380011619928,19.0842794760788,36.8667972424104,22.04624767401,,,,,,,,,,,,,,,,,0.212490217980971,-0.42426956425465795,11928.6637578807,21018.8451222848,93.70044708251949,,,,93.8987274169922,2.56116008758545,,,,,,,,,11.0,1608.0,5.0,18.405469894409197,11.468709945678699,3499.0,92.3630905151367,89.5474319458008,93.3492584228516,6.0,7.0,,29596.0,97.37769317626949,37.711181640625,95.1826400756835,30.2218399047852,33936.0,6193.0,,,68086.852708551,4260.87,105.609756097561,96.84,99.15,,,,25664.0,6.355,378170.0,93.645,0.8919263041141852,19.665442676458603,39.154160982264706,6.683221323613171,17.581234158765,100.0,,,,,,,0.059563180651156,0.0677318454261717,4912.9097599508705,11.4285714285714,0.0,0.0,0.0,0.37220017999974697,,,,,25.8064516129032,29.0625,25.625,,,1.09375,320.0,,,,39.20199604763079,,7.0,8.98,,,,,,68.39827493149551,2.3282956406211097,88.9433298256391,100.0,3.0079665245031695,2.55941226671079,98.3850134582215,2.7133333333333303,2.795,5.50833333333333,2.87532952992527,2.33116666666666,,,92.0,100.0,75.0,,1961.45403379,2.80833569625513,6.25433666374487,14.35601691,79.3,20.0,9.6,202116.0,0.5657,,,,,,,2407.0,,,,,,2000.0,0.877812837332891,-7.125279867462571,193.512225261231,9.321870915284E9,98.59338613357549,,,,,,2.0,30.0,67.8000030517578,36668.0,9.30000019073486,13.8000001907349,53.5999984741211,60.0,24.5,15.3000001907349,2.8858392309711403,48.5999984741211,78.1999969482422,15.5,6.0,6.900000095367429,Malta,79.0,15835.34667
MYS,2005,-9.9368296E8,2.73439312562665,3.92478663473868E9,2.04209565648214,,1.3347196022E10,8.329553158208671E9,3.619607939E9,13.919999495924401,3.0775516791E10,1.41603E11,1.08621E11,1.42267736103E11,1.71164720976001,2.9028809152151203,20.5348567272586,38.23968000180879,44.790562940717294,16.9031314450927,2.004E7,4.989E7,108.54523671993799,0.0,1.256372E9,1.54673E8,0.0,0.0,0.0,0.0,4.400866E9,35.1037,1.7168279E10,3.4368546E10,1.31758E10,47.3072980685587,6.05395246566674,4.1459360818328,25580.601746586603,16453.1015815628,98.3841171264648,,91.7477493286133,89.34349822998051,99.1444473266602,,,,,,,,,,12.0,189521.0,6.0,16.8952693939208,16.2654399871826,153031.0,,85.58233642578129,100.502586364746,6.0,7.0,93743.0,3202008.0,101.40564727783199,0.830789983272552,68.7170333862305,27.915569305419897,2343362.0,145755.0,,,6792.2512951137,3407.017,1457.35693400167,100.28,99.76,4926787.0,28.6796749294518,19.0989429264645,8617453.0,33.406,1.7178671E7,66.594,3.1761709657725494,16.0107834434691,63.539847232722394,6.87594733224263,12.594131133952,76.66433592497229,,,,,,,0.670768061518279,4.612320601030491,2861.9803502262603,8.00019353355993,24.1808087283636,0.0,0.00120958474955548,6.5544743758638,,,,,,21.739765636889402,2.91462486683914,,,63.58240754831839,328550.0,,,281.128772773755,12.502602053921098,,,9.39,-2.31626994692206,7.7526149347909294,117.655651202652,106.29293863990101,2.19606292873847E11,125.766306902413,31.791573688596696,87.69736842105259,82.3752335851285,2.96086508753861,8.862356844967481,91.8709010758247,3.00166666666667,2.95083333333333,5.9525,-2.67296881061601,3.46825,26.031305462063305,,96.0,93.4,80.0,,525.86236297,1.6009821977142,1.6908245022858,5.32250219,73.6006097560976,3405.0,17.971,4365647.0,,,,,,,,37672.0,,,8.0,190.0,36.0,135000.0,2.1739290405424803,-3.7608218139807006,42.0675597614326,2.2867E11,17.686698137157897,,,,,,14.6000003814697,29.7000007629395,55.5999984741211,23477.0,,24.5,,,,,7.8663290655603895,,11.5,62.4000015258789,23.600000381469698,3.5,Malaysia,73.4,5593.822995
