country_code,year,BN.KLT.DINV.CD,BX.KLT.DINV.WD.GD.ZS,BX.KLT.DINV.CD.WD,BM.KLT.DINV.GD.ZS,BN.TRF.KOGT.CD,BN.FIN.TOTL.CD,BX.KLT.DREM.CD.DT,BN.RES.INCL.CD,BN.CAB.XOKA.GD.ZS,BN.GSR.GNFS.CD,BX.GSR.MRCH.CD,BM.GSR.MRCH.CD,BM.GSR.TOTL.CD,BX.GSR.INSF.ZS,BM.GSR.INSF.ZS,BX.GSR.TRAN.ZS,BM.GSR.TRAN.ZS,BX.GSR.TRVL.ZS,BM.GSR.TRVL.ZS,BX.GRT.EXTA.CD.WD,BX.GRT.TECH.CD.WD,FI.RES.TOTL.DT.ZS,DT.AMT.PNGC.CD,DT.AMT.PCBK.CD,DT.AMT.MLAT.CD,DT.DSB.DPPG.CD,DT.DSF.DPPG.CD,DT.IXA.DPPG.CD,DT.IXA.OFFT.CD,DT.DOD.DECT.CD.CG,DT.CUR.OTHC.ZS,DT.DOD.PRVS.CD,DT.DOD.PUBS.CD,DT.DOD.DSTC.CD,DT.DOD.DECT.GN.ZS,NY.GNP.MKTP.KD.ZG,NY.GNP.PCAP.KD.ZG,NY.GDP.PCAP.KN,NY.GDP.PCAP.PP.CD,SE.PRM.GINT.ZS,SE.PRM.NINT.ZS,SE.PRM.PRS5.ZS,SE.PRM.PRSL.ZS,SE.SEC.PROG.ZS,SE.PRM.REPT.ZS,SE.SEC.REPT.ZS,SE.XPD.MTOT.ZS,SE.XPD.CPRM.ZS,SE.XPD.PRIM.ZS,SE.XPD.SECO.ZS,SE.XPD.TERT.ZS,SE.XPD.TOTL.GD.ZS,SE.XPD.PRIM.PC.ZS,SE.SEC.AGES,SE.PRM.TCHR,SE.PRM.AGES,SE.PRM.ENRL.TC.ZS,SE.SEC.ENRL.TC.ZS,SE.SEC.TCHR,SE.ADT.LITR.ZS,SE.SEC.CMPT.LO.ZS,SE.PRM.CMPT.ZS,SE.PRM.DURS,SE.SEC.DURS,SE.PRM.UNER,SE.PRM.ENRL,SE.PRM.ENRR,SE.PRM.PRIV.ZS,SE.SEC.ENRR,SE.TER.ENRR,SE.SEC.ENRL.GC,SE.SEC.ENRL.VO,AG.AGR.TRAC.NO,AG.LND.TRAC.ZS,EA.PRD.AGRI.KD,AG.YLD.CREL.KG,AG.CON.FERT.ZS,AG.PRD.FOOD.XD,AG.PRD.LVSK.XD,EN.URB.LCTY,EN.URB.LCTY.UR.ZS,EN.URB.MCTY.TL.ZS,SP.RUR.TOTL,SP.RUR.TOTL.ZS,SP.URB.TOTL,SP.URB.TOTL.IN.ZS,SP.URB.GROW,EN.ATM.METH.AG.ZS,EN.ATM.NOXE.AG.ZS,EN.ATM.CO2E.PC,EN.ATM.PM25.MC.M3,EN.ATM.PM25.MC.ZS,EG.ELC.ACCS.ZS,EG.ELC.ACCS.RU.ZS,EG.ELC.ACCS.UR.ZS,EG.NSF.ACCS.ZS,EG.NSF.ACCS.RU.ZS,EG.NSF.ACCS.UR.ZS,EG.USE.COMM.CL.ZS,EG.USE.CRNW.ZS,EG.USE.ELEC.KH.PC,EG.ELC.LOSS.ZS,EG.ELC.COAL.ZS,EG.ELC.NUCL.ZS,EG.ELC.RNWX.ZS,EG.FEC.RNEW.ZS,ER.H2O.FWAG.ZS,ER.H2O.FWDM.ZS,ER.H2O.FWIN.ZS,ER.GDP.FWTL.M3.KD,AG.LND.IRIG.AG.ZS,AG.LND.AGRI.ZS,AG.LND.ARBL.ZS,EN.CLC.DRSK.XQ,EN.CLC.MDAT.ZS,AG.LND.FRST.ZS,AG.LND.TOTL.K2,AG.LND.EL5M.ZS,EN.POP.EL5M.ZS,FB.CBK.BRWR.P3,FB.CBK.BRCH.P5,FB.CBK.DPTR.P3,FB.BNK.CAPA.ZS,FB.AST.NPER.ZS,FS.AST.CGOV.GD.ZS,FM.AST.PRVT.ZG.M3,FS.AST.DOMS.GD.ZS,FD.AST.PRVT.GD.ZS,FM.AST.NFRG.CN,CM.MKT.LCAP.GD.ZS,CM.MKT.TRAD.GD.ZS,FP.CPI.TOTL,NY.GDP.DEFL.ZS,FP.CPI.TOTL.ZG,NY.GDP.DEFL.KD.ZG,PX.REX.REER,FR.INR.DPST,FR.INR.LNDP,FR.INR.LEND,FR.INR.RINR,FR.INR.RISK,FD.RES.LIQU.AS.ZS,SH.MLR.TRET.ZS,SH.IMM.IDPT,SH.STA.ACSN,SH.TBS.DTEC.ZS,SH.MED.CMHW.P3,SH.XPD.PCAP.PP.KD,SH.XPD.PRIV.ZS,SH.XPD.PUBL.ZS,SH.XPD.PUBL.GX.ZS,SP.DYN.LE00.IN,SH.DTH.IMRT,SP.DYN.CBRT.IN,IT.MLT.MAIN,GB.XPD.RSDV.GD.ZS,SI.DST.10TH.10,SI.DST.FRST.10,SI.POV.2DAY,IC.FRM.BRIB.ZS,IC.FRM.FEMO.ZS,IC.FRM.FEMM.ZS,IC.BUS.NREG,IC.TAX.METG,IC.TAX.OTHR.CP.ZS,IC.PRP.PROC,IC.TAX.DURS,IC.TAX.TOTL.CP.ZS,MS.MIL.TOTL.P1,MS.MIL.XPND.GD.ZS,GC.BAL.CASH.GD.ZS,GC.DOD.TOTL.GD.ZS,GC.DOD.TOTL.CN,GC.XPN.TOTL.GD.ZS,SL.TLF.0714.SW.TM,SL.TLF.0714.WK.TM,SL.AGR.0714.ZS,SL.MNF.0714.ZS,SL.SRV.0714.ZS,SL.AGR.EMPL.ZS,SL.IND.EMPL.ZS,SL.SRV.EMPL.ZS,SL.GDP.PCAP.EM.KD,SL.TLF.PART.ZS,SL.EMP.SELF.ZS,SL.TLF.ACTI.1524.NE.ZS,SL.TLF.PRIM.ZS,SL.TLF.SECO.ZS,SL.TLF.TERT.ZS,SM.POP.TOTL.ZS,SL.UEM.LTRM.ZS,SL.UEM.PRIM.ZS,SL.UEM.SECO.ZS,SL.UEM.TERT.ZS,SL.UEM.TOTL.NE.ZS,country,life_expectancy,gdp
GTM,2005,-4.702E8,1.9844641183963,5.4E8,0.256510361970485,,-4.419E8,3.701E8,1.093711116E8,-4.5605925387589,-4.3324E9,5.4595E9,9.6501E9,1.18862E10,1.460467961462,9.00938189845475,11.813732986695198,54.7185430463576,60.4603150328796,29.028697571743898,1.9793E8,9.603E7,39.7311081663559,3.70572E8,0.0,1.45449E8,0.0,0.0,4.13943E8,0.0,1.412073E9,0.889499999999998,4.293593E9,3.720332E9,1.452943E9,35.569398795351894,3.2015150037262594,0.807735498272308,12646.253860411201,5544.96440311054,123.19181060791,68.9944000244141,68.9824066162109,63.3421211242676,92.7507171630859,12.505220413208,3.0786499977111803,,100.0,,,,,5.7571902275085405,13.0,75519.0,7.0,31.0557708740234,15.7501697540283,47904.0,,43.417518615722706,73.8205795288085,6.0,5.0,98238.0,2345301.0,113.388740539551,11.3939695358276,51.226978302002,,532701.0,221795.0,,,1785.09221471518,1372.06,141.690714285714,98.05,99.8,2288720.0,36.802513875794894,17.360481905229303,6964582.0,52.828,6218923.0,47.172,3.23262755044165,49.0285428737998,55.46544493912911,0.944599482459331,13.494251998171599,94.8034399476676,,,,,,,5.07009797215825,51.1055890810474,477.490621803534,17.9152689775127,13.231457323891199,0.0,10.9703068704187,57.3263235609162,,,,,,42.5718551698395,13.064576334453198,,,36.7487868607689,107160.0,,,94.36452348224459,18.5928464775659,,8.4,2.4,6.42604312021967,3.1867125798229905,34.4265532610816,24.7283307629522,2.53599756195792E10,,,74.5734715419503,124.596026350483,9.10864985719215,5.634573887635111,,4.34916666666667,8.684166666666629,13.033333333333301,7.00410781565546,,29.4835991937868,,87.0,58.1,45.0,,410.03242111,4.637555766058361,2.4660866039416405,17.11905527,69.64597560975609,13798.0,31.383,1248161.0,0.035,,,,,,,4198.0,,,7.0,344.0,41.1,48000.0,0.383913793498359,-1.71865809386604,21.2624793525385,4.416832E10,12.8343705007169,,,,,,,,,12877.0,,,,,,,0.40533226937752903,,,,,,Guatemala,69.2,277.83438
GUY,2003,,3.5178552046338902,2.61E7,,,,2300000.0,,,,,,,,,,,,,1.719E7,3.326E7,19.018251990263604,452000.0,693000.0,1.7067E7,0.0,0.0,9.0794E7,6.3968E7,6.2612E7,1.9105,2715000.0,1.21581E9,1.17794E8,210.255674243316,,,369312.826027525,3931.42362009305,110.42418670654301,,,,,1.45089995861053,,,,38.7089385986328,,,6.966539859771731,18.3369293212891,12.0,4174.0,6.0,26.5519905090332,16.4774208068848,3942.0,,,77.6990509033203,6.0,5.0,2787.0,110828.0,99.9738388061523,1.16305994987488,85.2660903930664,7.2925300598144505,59365.0,5589.0,,,4848.06198046783,4155.589,23.0555555555556,109.06,99.22,,,,531426.0,71.569,211111.0,28.431,-0.38200646884995,,,2.10872858860905,,,,,,,,,,,,,,,,35.5579429247533,,,,,7.4648711943793895,8.67665735331471,2.28600457200914,,,84.3789687579375,196850.0,,,,,,,,33.8288920465829,-6.89841667283162,95.3535889854918,44.9552453594629,3.20975764927364E10,12.695634600269198,0.00127101750390758,65.7305967708266,52.454078359464,5.980978140664719,5.485870924673789,92.44,3.18285714285714,11.8090476190477,14.9919047619048,9.0116654997513,11.9535714285715,26.0930687373238,,90.0,80.4,75.0,,256.55595058,1.21858719122968,4.73694836877032,10.64071848,65.357756097561,593.0,23.173,92332.0,,,,,,,,,,,,,,3100.0,2.2030811202478,,,,,,,,,,,,,,,,,,,,,,,,,,Guyana,65.3,986.7958173
IRL,2012,-1.9621467336E10,18.2333645900869,4.09616423152272E10,9.499208742997869,-2.557070329E9,-1.05041362E9,,-8.470279594E9,4.11535244571849,5.0779014824E10,1.19321E11,6.3627892427E10,2.89138E11,19.191730003456602,12.482921130811501,5.51822048560832,1.9228868804430401,3.61238834278454,5.26749644678666,,,,,,,,,,,,,,,,,0.7618481404711729,0.539912275819489,37218.048127089,45789.5002275228,,,,,,,0.505089998245239,,,,,,,,13.0,32267.0,5.0,16.0604591369629,,,,,,8.0,5.0,1301.0,518223.0,104.412452697754,0.788269996643066,119.119331359863,71.2420272827148,285692.0,55137.0,,,13058.439959295702,6744.087,469.732478632479,95.36,96.7,1127236.0,39.392056561720096,24.5751321645112,1725315.0,37.614,2861582.0,62.386,0.662277644085624,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,3.2015564263438905,3.33081821101569,5664.83180241457,7.38495252008765,20.084002921840803,0.0,16.2527392257122,6.95511278314283,,,,,,65.8005516040064,16.983597038757402,,,10.6980693859776,68890.0,,,,24.5643126217311,,7.27920175523185,24.987678551957302,,,,,,48.514634138792296,4.20460287173343,104.315309894266,102.419210469455,1.6927847146563402,0.368812051892448,95.437576040399,,,,,,,,95.0,90.3,82.0,,3817.38200317,2.87775634757397,5.99643020425465,14.07499585,80.89512195121951,252.0,15.7,2007746.0,1.57645,25.55,3.05,,,,,13774.0,,,5.0,80.0,25.5,9350.0,0.515255435751819,-7.54774668730819,119.017771576919,2.08097E11,37.2384082343074,,,,,,5.09999990463257,18.5,76.099998474121,58527.0,23.899999618530302,16.3999996185303,40.5,17.8999996185303,38.4000015258789,41.5,,61.2000007629395,30.0,46.0,21.3999996185303,14.6999998092651,Ireland,85.0,49231.36254
ISL,2006,1.576731943E9,18.719272254712102,3.19000618512411E9,27.971691466008,-7301702.886,-6.889890553E9,,1.250204332E9,-20.6454457801612,-2.37829779E9,3.098737092E9,5.787303083E9,9.385972814E9,34.2698715176216,274.861516047589,246.996921625354,2647.12775110235,140.876555394482,3720.0421532477003,,,,,,,,,,,,,,,,,,,5216456.24033024,36751.4484831335,97.72457885742192,,94.4785690307617,93.1689834594727,99.7685928344727,0.0,,65.2037734985352,87.4288482666016,34.642101287841705,33.6147994995117,17.9775695800781,7.3484902381897,25.4208793640137,13.0,,6.0,,,,,106.960609436035,99.549072265625,7.0,7.0,634.0,30421.0,97.9458465576172,1.2458499670028702,109.397186279297,72.66465759277341,26560.0,7340.0,11144.0,863.875968992248,65643.7970677847,,167.821705426357,102.32,101.88,,,,20782.0,6.84099999999999,283000.0,93.159,2.4785196381418904,,,7.49618805590851,,,,,,,,,78.30032453753341,0.0551355533909568,31328.3868036948,4.15911379657603,0.0,0.0,26.515609264854003,67.45392092709271,,,,,,18.763092269326698,1.2867830423940099,,,0.37645885286783004,100250.0,,,,77.4499570585462,,7.4,0.8,-16.9599498310141,168.159074194941,297.588549907271,312.153609031421,8.16995860034904E11,211.83126705638,183.964833627192,71.557111686584,75.4706903605091,6.67582417582426,8.79535838851044,142.1025,,,17.9089798240679,8.37684766202298,4.4959964907345995,0.935030146318148,,97.0,98.8,110.0,,3332.37543937,1.6474669231252301,7.48168866687477,17.96717503,81.15853658536591,10.0,14.5,188575.0,2.91342,25.39,3.56,,,,,3166.0,,,3.0,140.0,26.5,130.0,,5.858772104260041,43.344636015646,5.18383642E11,28.729741497777,,,,,,6.199999809265139,21.3999996185303,72.0,46054.0,16.0,14.5,78.599998474121,27.2999992370605,27.7999992370605,18.7000007629395,,5.400000095367429,48.0999984741211,22.5,6.699999809265139,2.79999995231628,Iceland,81.1,5613.54115
SAU,2014,-2.615796667E9,1.07360836354073,8.01178666666667E9,0.723082158151422,-3.288E8,6.549039981E10,,,10.3069853470175,9.9158377817E10,3.42324E11,1.58462E11,2.659678E11,3.16705991548717,3.14031068453692,22.416934634640103,20.559720279435002,67.4314487753127,24.883935536057702,,,,,,,,,,,,,,,,,,,78735.8055101339,51924.3608102423,107.807510375977,80.7915878295898,,,,0.950469970703125,1.5172400474548302,,,,,,,,12.0,347349.0,6.0,10.7588701248169,10.961709976196301,311944.0,,114.35587310791,116.60446929931601,6.0,6.0,86513.0,3737083.0,109.810890197754,10.1832599639893,124.299423217773,,3235009.0,184432.0,,,27684.004547608198,,,,,6195198.0,24.187732030826897,46.0608624240749,5273569.0,17.074,2.5612976E7,82.926,2.4943252322353198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2149690.0,,,187.28823639060502,9.2318759548849,876.641908222558,13.773061446998,1.08033805274768,,,,,,64.7392240547564,76.0325876240695,115.70470949785,115.07292515205299,2.67052555416618,-3.1031171566640605,105.3525,,,,,,,,98.0,100.0,84.0,,,,,,,8052.0,,3922288.0,,,,,,,,,,0.0,5.0,64.0,14.6,,10.8224534310643,,,,,,,,,,,,,38812.0,,,17.2999992370605,,,,,,,,,5.900000095367429,Saudi Arabia,74.4,24575.434
ALB,2003,,3.09793068118977,1.7803640066666698E8,,,,988388.73,,,,,,,,,,,,,1.1766E8,1.4524E8,66.8935474767314,1982000.0,477000.0,1.2525E7,0.0,0.0,1434000.0,208000.0,3.70633E8,6.948800000000009,1.3668E7,1.229642E9,1.49434E8,26.670370682989898,6.0624083695324895,6.4599832872070895,159585.488832344,5182.503195287871,95.0710983276367,,,89.9289779663085,97.05142211914058,2.81416010856628,4.16732978820801,,,,,,3.11557006835938,,10.0,11762.0,6.0,21.4954109191895,17.663890838623,22424.0,,86.13992309570308,96.7473983764648,4.0,8.0,22232.0,252829.0,99.5150833129883,,75.2638778686523,15.812629699707001,375804.0,20291.0,5917.0,102.37024221453301,2265.96443430526,3185.731,98.9325259515571,95.31,97.92,,,,1684768.0,55.427,1354848.0,44.573,2.0602741818145702,,,1.4126971959616001,,,,,,,,,21.425217860472898,10.0480513739079,1469.26453867857,28.8862179487179,0.0,0.0,0.0,33.7527330331705,,,,,,40.912408759124105,21.0948905109489,,,28.363503649635,27400.0,,,,,,4.7,4.6,38.519211307260605,3.04164992834288,46.081015103418,7.47555189770734,1.61812640999512E11,,,82.7980542408038,143.089626086124,0.48400261181835397,5.37972440765185,,8.37549739428437,5.8953359390489295,14.270833333333302,8.43721026569306,5.461109666666629,28.0544981441865,,97.0,85.8,84.0,,313.05277948,4.01490307861173,2.25210415138827,7.76289649,75.5293658536585,893.0,16.188,255000.0,,,,,,,,,,,,,,22000.0,1.33684453735893,-2.59915484118437,,,18.024137940686,,,,,,58.0999984741211,13.3999996185303,28.5,12034.0,,,,,,,,,,,,,Albania,72.8,189.681557
BLR,2006,-3.541E8,0.96613202949525,3.571E8,0.00811648302572319,100000.0,-1.6743E9,2.363E8,-1391312.524,-3.75495559713374,-1.4921E9,1.88958E10,2.13503E10,2.34077E10,0.359079857864223,3.3019694933084,64.1144567046942,39.7112968266028,10.7088086777632,34.2703524048857,4.52E7,3.502E7,21.1861676134585,3.11073E8,4.2408E7,2.1224E7,0.0,0.0,4254000.0,0.0,1.26041E9,8.43770000000001,7.88374E8,8.18925E8,4.382054E9,17.7597366520457,9.3713498241051,10.0432479540116,1502019.62515618,11022.086404303702,104.30225372314501,,,99.16696166992192,99.9382781982422,0.0538400001823902,0.0389400012791157,65.6047515869141,94.9574813842773,,,26.714410781860398,6.0769600868225,,10.0,22949.0,6.0,16.0240497589111,,,,113.824172973633,96.6543807983398,4.0,7.0,36682.0,367736.0,98.44094848632808,0.0568300001323223,,68.08551025390629,873131.0,,52613.0,94.9693140794224,5366.926794919121,2555.109,231.967509025271,106.19,107.75,1789815.0,25.5934687868257,18.636141191170303,2610751.0,27.184,6993249.0,72.816,0.024054660541981,,,6.437868284048309,,,,,,,,,0.0108699353948058,4.49324719307442,3366.30570595585,12.074439659237402,0.0,0.0,0.00943070007230203,6.48867850718724,,,,,1.23911587407904,44.149827501232096,27.304090685066498,,,41.6737309019221,202900.0,,,,5.56149533101246,,17.9,2.8,-0.610030529728639,44.987664897900494,27.1917705981051,19.4757270995496,1.4234757E12,,,,549.496161924556,,10.7486104204876,,7.68333333333333,1.15833333333334,8.84166666666667,-1.72186698016406,,10.536798793648599,,99.0,94.6,73.0,,697.70318798,1.88639823526781,4.4504001247322,9.46880502,69.4048780487805,687.0,10.1,3367950.0,0.66065,22.32,3.63,0.92,,,,1783.0,,,7.0,986.5,137.3,183000.0,1.7094124919575602,1.4685834205911699,6.64440183178372,5.266818E12,32.4134847792902,,,,,,,,,22911.0,,,,,,,,,10.1999998092651,40.0,49.7999992370605,,Belarus,68.9,3848.215966
DEU,2002,,2.57824727997956,5.36052694634485E10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.368042620033748,-0.53541141896919,29078.9858634225,28435.9013788939,96.36377716064449,,,98.43411254882808,99.7614974975585,1.74293005466461,3.35212993621826,,,,,,,,10.0,235993.0,6.0,14.2935400009155,14.348560333252001,589965.0,,,99.1398086547852,4.0,9.0,91484.0,3373176.0,99.86724853515629,2.56736993789673,98.1219329833984,,6711740.0,1753409.0,,,21611.920483974798,6251.468,220.074039521669,98.89,99.31,3391094.0,5.61810245242841,8.871872374444461,2.2128364E7,26.826,6.0360131E7,73.174,0.251524923896156,,,10.0471142793913,,,,,,,,,13.7082115481043,2.7515940865864503,6900.7805270298595,4.72375243869289,52.7468198068314,28.3597188148383,3.6736091278511602,4.39248339364624,2.912,13.82,83.27,72.2490924704351,,48.6355558103537,33.798658487645504,,,32.5804047468899,348860.0,,,,,,4.6,5.0,,,,,,32.9951245696129,43.6160724712464,88.6407200600049,92.10433907577351,1.42080671307323,1.35055164346171,97.9116666666667,2.65333333333333,7.04416666666667,9.6975,8.2357206953365,6.72666666666667,,,93.0,99.2,83.0,,2944.87794661,2.24688115664386,8.47739424374986,17.68069019,78.2292682926829,3234.0,8.7,5.367E7,2.41872,,,,,,,,,,,,,296000.0,1.4107699758746002,-1.9752952305944398,37.9041230440549,8.37412E11,30.722087186381103,,,,,,2.4000000953674303,32.5,65.099998474121,39430.0,18.7999992370605,11.1000003814697,50.0,16.3999996185303,58.4000015258789,22.100000381469698,,47.0,25.7999992370605,59.5999984741211,11.1000003814697,8.5,Germany,78.4,2525.16445
HND,2014,,6.6754948796825095,1.2940656914377902E9,,,,0.0,,,,,,,,,,,,,,,47.171895170971496,3.81244E8,2216000.0,7.3076E7,0.0,0.0,3353000.0,1062000.0,5.00368E8,1.02679999999999,1.112001E9,5.526919E9,5.07053E8,40.5885577462471,3.5461691828077,2.0814691296107797,22999.5051295706,4908.6811897128,,,,,,,,,,,,,,,12.0,,6.0,,,,87.1975250244141,,,6.0,5.0,,,,,,,,,,,2647.06815718208,,,,,1100588.0,25.534410696450202,13.8235648757549,3651465.0,45.863,4310215.0,54.137,2.5391249816138903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111890.0,,,120.750494942954,23.211757655148602,,10.8509344431924,3.2708024032613503,-0.882650536747046,10.9588251456674,60.25334727231811,55.259464300447995,6.41517536525681E10,,,125.34624990539601,223.69132571006,6.129249303130241,5.527474836839301,,10.8226783333334,9.78954,20.6122183333334,14.2946123934239,,26.1548895299322,,85.0,82.6,82.0,,,,,,,2943.0,,532583.0,,,,,,,,,,10.0,6.0,224.0,41.8,,1.26988560141226,,,,,,,,,,,,,,,,,,,,,,,,,,Honduras,74.5,2242.711912
JOR,2014,,4.913685718625049,1.7604225352112699E9,,,,0.0,,,,,,,,,,,,,,,66.1582306741572,3.6139E7,526000.0,6.47594E8,0.0,0.0,934000.0,702000.0,1.082406E9,16.1912,2.183166E9,9.592069E9,1.0887131E10,68.4995335528165,2.98086152986951,0.689626983949893,1687.2408052066,12050.312980172901,,,,,,,,,,,,,,,12.0,,6.0,,,,,,,6.0,6.0,,,,,,,,,,,4848.40160019916,,,,,1147703.0,20.8168256536914,17.3710155895263,1093657.0,16.553,5513343.0,83.447,2.53323974056616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88780.0,,,,19.8555204881337,,12.5,5.6,,,,,,71.3286430455702,8.63113407901767,118.610881901771,228.18469715454498,2.80856496257221,3.44431792866891,,4.51916666666667,4.4708333333333306,8.99,5.3610311154598,,,,98.0,98.6,94.0,,,,,,,3257.0,,375483.0,,,,,,,,4093.0,,2.0,7.0,151.0,29.0,,3.53852989465909,,,,,,,,,,1.79999995231628,18.5,79.599998474121,25441.0,,,,,,,,,,,,,Jordan,74.0,466.94775
KEN,2004,,0.286194263505208,4.6063931454386204E7,,,,3.0637631004E7,,,,,,,,,,,,,4.0797E8,2.1146E8,21.742247723712897,1.3674E7,8.3085E7,9.0544E7,0.0,0.0,3225000.0,1405000.0,5.5394E7,6.9498,1.0E7,6.083585E9,7.35225E8,43.8071058473098,5.34171247795658,2.63033677115581,66652.9310088491,1896.1950177837698,118.127738952637,,80.6108779907227,77.6312637329102,,5.84328985214233,,,,62.1175384521484,23.4095401763916,12.909779548645,6.796929836273191,24.1559200286865,12.0,149893.0,6.0,39.5353889465332,26.134349822998,92691.0,,,88.7693099975585,6.0,6.0,1446224.0,5926078.0,106.85265350341801,,47.173789978027294,2.9209799766540496,2405259.0,17160.0,,,360.09028026534304,1806.308,27.6808672499049,88.95,93.69,2577123.0,35.117255648641404,9.73818336195527,2.7098837E7,78.69,7338623.0,21.31,4.3209212678413795,,,0.22137791230828305,,,,,,,,,7.292821841677459,78.5365536569956,135.869486309385,17.4006830846665,0.0,0.0,24.285457486967502,82.30102881315091,,,,,0.0407528156490812,47.4259408932776,9.23850019327406,,,6.93853884808659,569140.0,,,19.974171503813103,2.70142854562544,,,29.3,8.99730033223759,14.270192670703599,39.3795895357871,27.131765187796898,1.4058041166124698E11,24.174516987842196,,50.33589289404921,55.5176663862512,11.6240355442427,7.12684155567366,,2.43333333333333,10.0983333333334,12.531666666666698,5.04525759604716,9.57210555555559,10.619257435552198,,73.0,27.8,82.0,,68.06375399,2.49402464155414,1.7957208984458601,7.9109569,52.552243902439,74642.0,38.609,299255.0,,,,,,,,6678.0,,,9.0,,,29000.0,1.61418283661441,-1.46535313878912,,,20.859018118554896,,,,,,,,,2731.0,,,,,,,,,,,,,Kenya,53.0,458.8843551
MEX,2000,,2.64902535955329,1.8110008381E10,,,,6.076293746E9,,,,,,,,,,,,,2.1E7,1.0908E8,23.366069588207,1.9077935E10,2.869768E9,1.824942E9,6.643998E9,7.12173E9,0.0,0.0,-1.4927219E10,1.7261,5.0758473E10,8.2192094E10,1.8932E10,22.771966429495897,5.2792015805522805,3.70012502263776,100079.006044145,10318.5303136191,104.92649078369101,84.60899353027341,88.2877578735352,87.1516494750977,90.6280136108398,6.2184100151062,2.1622200012207,,,40.3509407043457,,,4.13410997390747,11.735179901122999,12.0,543694.0,6.0,27.157930374145497,16.9228496551514,537386.0,90.5356216430664,68.7717208862305,94.9529876708984,6.0,6.0,250736.0,1.4765603E7,106.04210662841801,7.386549949646,70.03662109375,19.2951602935791,7726904.0,1367199.0,273166.0,108.831075697211,3110.6094298816197,2760.911,,88.35,86.78,1.8457027E7,24.0261317808685,35.7937522535811,2.5987955E7,25.278,7.6820635E7,74.722,1.8880267666147101,52.091726363054,75.1350938540685,3.7205882990905694,16.4239411209963,83.1921709029556,98.0,92.5,99.86061668584891,82.5207605957985,,,6.98189793987752,6.173063475363961,1717.44403847966,13.950151094393599,9.51723259720732,4.02640845932696,3.7217708164974503,12.449205897419,,,,,,54.6979088968338,11.78271046066,,,34.9062475886725,1943950.0,2.941872,2.712069,,,,9.6,5.8,,,,,,18.314078812418803,6.53849952849159,63.315037552931,62.827420770462105,9.4950191387359,10.817539254619101,112.810833333334,8.25666666666667,8.67166666666663,16.928333333333303,5.51428421874062,1.6841666666666002,,,97.0,74.7,62.0,,509.24118836,2.7098074871451803,2.3611407628548102,16.62087302,74.2997317073171,54083.0,24.245,1.2331676E7,0.317,41.35,1.38,24.54,,,,,,,,,,207800.0,0.48608498579204606,-0.9953743340908728,19.746154484095303,1.276451E12,13.1300028895619,,,,,,18.0,26.7999992370605,55.2000007629395,19337.0,13.6999998092651,36.0,51.5,20.2000007629395,29.100000381469698,25.399999618530302,0.5064995055374261,0.8999999761581421,55.2000007629395,22.5,18.2999992370605,2.5999999046325697,Mexico,74.8,672.92113
MOZ,2013,-6.175124643E9,41.8096358631094,6.6974224324601E9,3.26052009170096,4.857357553E8,-5.43163147E9,7.825814009E7,3.960672322E8,-36.784028193488204,-7.158702196E9,4.122638381E9,8.479527575E9,1.26532481724E10,0.212238014388077,2.54939405615876,41.0843860581069,26.976427310506395,21.5044305296751,6.01749861612328,1.59642E9,2.1579E8,47.8397061565989,0.0,4104000.0,3.3054E7,0.0,1.4411E7,4.0665E7,4.038E7,2.131219E9,15.4786,0.0,6.229325E9,4.29665E8,45.0025985325807,7.03270137587739,4.063402226869401,14891.0541395041,1067.5303993309599,157.522644042969,71.3958206176758,,,,6.878849983215329,14.5318698883057,58.5482711791992,80.7406692504883,49.246639251709006,30.6039505004883,13.690890312194801,6.64207983016968,15.290379524231,13.0,101372.0,6.0,54.516971588134794,31.1787605285645,24317.0,,23.575500488281303,49.2485694885254,7.0,5.0,650883.0,5526494.0,105.23129272460899,1.63862001895905,26.0463008880615,5.192359924316411,722777.0,35397.0,,,300.562922462268,817.777,9.32336283185841,161.67,128.85,1162166.0,13.865200585404901,4.39097025070295,1.8085289E7,68.331,8381891.0,31.669,3.61231654569567,,,,7.33094197793154,13.303797328512099,,,,,,,,,,,,,,,78.04,19.22,2.748,15.379518016259901,,63.5189094330985,7.18482158752766,,,48.771331926040794,786380.0,,,59.1671400127635,3.81275408763736,,9.5,2.3,-2.9085613922811,15.994338295041,28.5416486944747,27.9181460359725,9.99597411259178E10,,,118.13800326634899,122.355597371938,4.26135250941901,3.91751428062459,,8.79509633298215,6.525505518869751,15.3206018518519,10.9732104834935,11.1946721996486,18.655126123724198,,78.0,20.3,37.0,,70.97690669,3.6424442346796204,3.14712547532038,8.8123221,54.641512195122004,62362.0,39.705,77568.0,,,,,,,,,,,8.0,230.0,36.1,11200.0,0.9856645409113459,,,,,,,,,,,,,7755.0,,,,,,,,,,,,,Mozambique,55.3,65.985681
